Block,Month,Year,Season,TotalLegalsRetained,MeanCPUE,TotalShorts,MeanDepth,MaxDepth,MeanNightsInWater,TotalTrapsPulled
720,11,2009,2009-10,3735,0.617339606,NA,59.16176471,150,2.617647059,7313
737,11,2009,2009-10,1883,0.351554442,NA,36.83928571,100,2.901785714,5320
738,11,2009,2009-10,1723,0.302560325,5951,33.25961538,50,2.817307692,6214
740,11,2009,2009-10,243,0.946474588,54,96.875,120,3.5,330
756,11,2009,2009-10,4293,0.412363579,15682,35.7745098,50,3.12745098,9896
757,11,2009,2009-10,2471,0.275695836,NA,44.25786164,120,3.06918239,9081
762,11,2009,2009-10,2244,0.796605899,5905,42.83783784,80,3.918918919,3234
765,11,2009,2009-10,254,0.176363636,103,45.90909091,60,3.909090909,1892
801,11,2009,2009-10,474,0.340054405,927,40.57575758,60,3.393939394,1685
807,11,2009,2009-10,984,0.715265495,3674,44.44444444,60,3.777777778,1576
821,11,2009,2009-10,2469,0.425392885,15013,36,60,3.460784314,6014
822,11,2009,2009-10,459,0.246862797,2602,45.5625,65,3.854166667,1708
842,11,2009,2009-10,1381,0.39680562,8598,38.48101266,60,3.696202532,3602
850,11,2009,2009-10,1204,0.791865413,3661,48.46153846,70,2.461538462,1705
860,11,2009,2009-10,19769,0.468085201,NA,57.63888889,180,3.432098765,43439
877,11,2009,2009-10,887,0.693941637,3817,44.31818182,60,3.409090909,1640
651,12,2009,2009-10,736,0.442891086,805,66.85185185,120,3.111111111,1721
652,12,2009,2009-10,756,0.486582339,2234,67.98076923,150,3.5,1935
653,12,2009,2009-10,703,0.37942408,2135,66.34920635,150,3.952380952,2084
654,12,2009,2009-10,690,0.519791746,1639,52.82608696,80,4.623188406,2118
656,12,2009,2009-10,116,0.632857143,114,93.57142857,120,5.428571429,171
665,12,2009,2009-10,1110,0.367390602,NA,39.95081967,55,3.639344262,3260
680,12,2009,2009-10,1066,0.362450132,2686,58.52380952,111,3.095238095,3507
681,12,2009,2009-10,2087,0.624863526,1662,63.07692308,100,4.5,3174
684,12,2009,2009-10,678,0.536062434,NA,67.5,100,3.9,1588
685,12,2009,2009-10,1669,0.590666583,NA,73.25,100,4.883333333,2650
686,12,2009,2009-10,746,0.556686989,NA,71.54761905,90,4.928571429,1377
687,12,2009,2009-10,1061,0.532097971,NA,71.63043478,95,4.97826087,2036
688,12,2009,2009-10,1727,0.687744851,NA,62.57575758,80,4.939393939,2437
689,12,2009,2009-10,1465,0.838277766,NA,63.03571429,75,5.107142857,1870
708,12,2009,2009-10,1205,0.498479447,NA,45.57575758,120,4.848484848,3176
709,12,2009,2009-10,476,0.605115005,NA,46.4,100,5.68,831
710,12,2009,2009-10,860,0.630246898,NA,51.61290323,80,4.838709677,1338
711,12,2009,2009-10,1680,0.593879562,NA,51.17073171,90,4.658536585,3080
712,12,2009,2009-10,1528,0.814386349,NA,55.2,70,5,1949
719,12,2009,2009-10,5343,0.578881795,NA,71.53211009,140,3.302752294,10305
720,12,2009,2009-10,1958,0.579115238,4868,74.01219512,150,2.817073171,4118
737,12,2009,2009-10,979,0.297174599,3294,36.45833333,100,3.375,3320
738,12,2009,2009-10,912,0.272138591,3076,36.04285714,70,3.257142857,4127
756,12,2009,2009-10,3774,0.371879374,NA,37.53921569,60,NA,10544
757,12,2009,2009-10,1712,0.254378466,7179,41.29457364,100,3.255813953,6957
762,12,2009,2009-10,596,0.412648527,1353,45.57692308,60,4.461538462,1524
801,12,2009,2009-10,636,0.352691511,NA,44.04347826,75,3.086956522,2352
814,12,2009,2009-10,2556,1.434644173,444,98.33333333,100,4,1732
821,12,2009,2009-10,2444,0.451552661,8098,46.46987952,150,3.554216867,5404
842,12,2009,2009-10,909,0.457177871,NA,44.80392157,80,4.666666667,1952
860,12,2009,2009-10,11062,0.417022162,NA,67.18930041,180,NA,27859
877,12,2009,2009-10,779,0.83653507,768,55.55555556,60,4.111111111,850
652,1,2010,2009-10,621,0.518118561,1664,111.2820513,160,3.948717949,1378
653,1,2010,2009-10,137,0.123774651,584,54.54545455,80,4.181818182,1024
656,1,2010,2009-10,465,0.72222028,184,107.0833333,125,5.5,660
665,1,2010,2009-10,978,0.584553604,1354,42.9047619,75,3.857142857,2033
680,1,2010,2009-10,2269,0.518273371,NA,87.64,150,NA,4404
681,1,2010,2009-10,1019,0.508813244,864,86.17647059,120,5.588235294,1868
684,1,2010,2009-10,576,0.582017316,NA,70.66666667,120,4.333333333,1066
685,1,2010,2009-10,1635,0.863641195,NA,81.94444444,120,5.333333333,2070
686,1,2010,2009-10,733,0.900564254,NA,64.58333333,90,5.75,811
687,1,2010,2009-10,1036,0.668621556,NA,72.63888889,100,5.722222222,1674
688,1,2010,2009-10,2189,0.760532292,NA,69.18918919,90,4.594594595,2890
689,1,2010,2009-10,1636,0.652582369,NA,70,85,4.705882353,2540
708,1,2010,2009-10,1153,0.734245742,NA,54.14285714,120,4.457142857,2632
709,1,2010,2009-10,729,0.988444526,NA,52.4137931,90,5.965517241,804
710,1,2010,2009-10,1227,0.820619438,NA,54.42105263,88,5.473684211,1637
711,1,2010,2009-10,2721,0.690197125,NA,67.4,100,4.82,3665
712,1,2010,2009-10,1706,0.834486976,NA,68,120,4.633333333,2220
719,1,2010,2009-10,6537,0.738206211,NA,73.24786325,165,4.376068376,10374
720,1,2010,2009-10,2382,0.70031465,NA,86.95402299,180,3.264367816,4187
737,1,2010,2009-10,1113,0.480150273,3829,37.94594595,65,3.405405405,3882
738,1,2010,2009-10,1112,0.393732897,3304,37.40983607,50,3.278688525,2782
739,1,2010,2009-10,1060,0.620749574,679,74.81481481,100,3.666666667,1579
756,1,2010,2009-10,1542,0.245941106,NA,39.28358209,60,3.701492537,6391
757,1,2010,2009-10,600,0.207746098,NA,40.86567164,65,3.641791045,3294
801,1,2010,2009-10,701,0.38822775,NA,44.74285714,55,3.457142857,2040
813,1,2010,2009-10,1916,0.838744539,453,65.33333333,100,4.733333333,2360
814,1,2010,2009-10,2213,1.122972689,442,99.28571429,100,5.071428571,1845
821,1,2010,2009-10,721,0.420453805,NA,46.66666667,180,3.512820513,2484
842,1,2010,2009-10,377,0.382279541,1750,45.80555556,180,4.527777778,902
860,1,2010,2009-10,6209,0.43980048,NA,70.16961131,210,3.96819788,14115
652,2,2010,2009-10,346,0.3868422,879,112.5,150,4.166666667,937
653,2,2010,2009-10,95,0.208199493,314,60,70,4.230769231,567
665,2,2010,2009-10,615,0.394445849,NA,43.02325581,85,3.906976744,2582
680,2,2010,2009-10,1173,0.261499,2335,90.625,180,3.375,4010
685,2,2010,2009-10,692,0.461878099,NA,78.10810811,120,5.513513514,1575
686,2,2010,2009-10,313,0.686328965,NA,75,90,5.428571429,417
687,2,2010,2009-10,312,0.585462813,NA,68.23529412,90,5.705882353,559
688,2,2010,2009-10,1409,0.693281718,NA,60.57692308,90,4.769230769,2086
689,2,2010,2009-10,956,0.599553968,NA,57.8,80,5.76,1685
702,2,2010,2009-10,193,0.741025641,57,188.4615385,190,3.923076923,261
708,2,2010,2009-10,447,0.41587198,NA,49.4,120,5.32,1530
709,2,2010,2009-10,305,0.541325735,NA,47.14285714,70,6.095238095,554
710,2,2010,2009-10,464,0.420402077,NA,52.14814815,88,6.111111111,1116
711,2,2010,2009-10,1719,0.701746233,NA,64.35897436,100,5.871794872,2510
712,2,2010,2009-10,836,0.640809074,NA,66.57894737,100,6.210526316,1375
718,2,2010,2009-10,255,0.532108161,NA,39.73913043,100,3.347826087,516
719,2,2010,2009-10,3428,0.395393935,NA,72.41176471,110,3.676470588,9002
720,2,2010,2009-10,1089,0.285706409,2917,95.14492754,180,3.391304348,3540
737,2,2010,2009-10,300,0.17345423,NA,34.78688525,47,3.524590164,2678
738,2,2010,2009-10,421,0.211843726,NA,38.11904762,50,3.404761905,2091
739,2,2010,2009-10,460,0.457031394,NA,79.47368421,100,3.473684211,1046
756,2,2010,2009-10,1211,0.346229741,7018,40.63461538,60,3.269230769,3822
757,2,2010,2009-10,287,0.197823857,1842,43.28947368,65,3.815789474,1769
801,2,2010,2009-10,517,0.512371263,968,51.23529412,95,3.705882353,982
807,2,2010,2009-10,636,0.596697038,2092,54.11764706,200,3.794117647,1023
813,2,2010,2009-10,955,0.611386183,235,65,100,4.416666667,1530
814,2,2010,2009-10,1006,0.503252301,498,98.57142857,100,5,1890
821,2,2010,2009-10,567,0.405461538,2395,43.33333333,65,3.266666667,1520
842,2,2010,2009-10,148,0.314666667,NA,42,60,4.64,460
860,2,2010,2009-10,3050,0.375033909,NA,73.86486486,180,4.021621622,8303
877,2,2010,2009-10,644,0.927517677,2636,69.2,120,3.9,710
897,2,2010,2009-10,528,0.799698308,614,67.5,125,2.333333333,616
652,3,2010,2009-10,118,0.564210753,171,114.1111111,150,5.666666667,197
665,3,2010,2009-10,207,0.449732501,NA,31.64285714,80,4.142857143,679
680,3,2010,2009-10,611,0.346695835,732,79.09090909,140,3,1590
684,3,2010,2009-10,396,0.588055556,NA,80,150,7.166666667,630
685,3,2010,2009-10,340,0.685119048,523,75.3125,100,5.25,565
686,3,2010,2009-10,153,1.191666667,125,55,90,6.5,144
687,3,2010,2009-10,188,0.596394417,NA,57.5,60,5.875,316
688,3,2010,2009-10,739,1.194350877,NA,49,85,5.333333333,735
689,3,2010,2009-10,470,0.940858586,NA,44.54545455,60,5.545454545,535
708,3,2010,2009-10,175,0.354755065,218,36,60,NA,491
710,3,2010,2009-10,83,0.713333333,38,36.83333333,60,6.666666667,145
711,3,2010,2009-10,681,1.122621382,NA,60.29411765,100,5.470588235,672
712,3,2010,2009-10,324,0.933160173,67,50.5,60,5.1,475
719,3,2010,2009-10,1041,0.35185192,NA,70.18518519,120,4.314814815,3323
720,3,2010,2009-10,199,0.24432637,452,88,180,4.2,1060
737,3,2010,2009-10,86,0.160359568,624,30.42105263,48,3.473684211,626
738,3,2010,2009-10,157,0.257418056,594,32.23809524,50,3.142857143,697
756,3,2010,2009-10,483,0.296199249,4203,36.2962963,60,3.481481481,1667
757,3,2010,2009-10,100,0.19351917,603,39.31818182,65,4.136363636,651
814,3,2010,2009-10,340,0.633425926,45,96.66666667,100,4.666666667,610
850,3,2010,2009-10,408,0.680614614,1435,148.8888889,240,3.333333333,677
860,3,2010,2009-10,1054,0.428737237,4405,59.24675325,150,4.12987013,2675
652,10,2010,2010-11,2757,0.792509929,NA,24.46590909,50,2.886363636,3823
653,10,2010,2010-11,5005,0.651635952,NA,22.52525253,45,NA,8261
654,10,2010,2010-11,4024,0.618780779,NA,23.33076923,40,2.815384615,6527
655,10,2010,2010-11,1026,0.604099342,1221,24.07407407,35,2.777777778,1886
665,10,2010,2010-11,1228,0.41117446,2101,32.09259259,50,2.351851852,2854
680,10,2010,2010-11,3077,0.815199961,6198,33.39130435,90,2.652173913,4072
681,10,2010,2010-11,2404,1.021899041,2296,28.84615385,50,3.230769231,2507
687,10,2010,2010-11,254,0.53629386,NA,34.21052632,60,3.473684211,480
688,10,2010,2010-11,1284,0.496391971,NA,25.5,40,3.088235294,2617
689,10,2010,2010-11,545,0.581626984,NA,27.5,40,3.1875,905
708,10,2010,2010-11,3404,0.618648743,NA,23.82258065,45,2.64516129,5787
709,10,2010,2010-11,605,0.532704382,NA,34.83333333,60,3,1291
710,10,2010,2010-11,780,0.575374824,NA,28.71052632,60,3.131578947,1447
711,10,2010,2010-11,1839,0.544235806,NA,24.63043478,40,2.956521739,3730
719,10,2010,2010-11,5006,0.677419792,NA,50.22105263,110,3.052631579,7209
720,10,2010,2010-11,3576,0.486818567,8350,36.82905983,120,2.811965812,7024
737,10,2010,2010-11,3299,0.667889558,9404,27.64473684,45,2.657894737,5397
738,10,2010,2010-11,2169,0.459382902,NA,28.67692308,45,2.6,5052
756,10,2010,2010-11,5845,0.535366451,NA,33.8,50,2.792307692,11980
757,10,2010,2010-11,3225,0.397510059,10608,37.94444444,65,2.916666667,8190
762,10,2010,2010-11,1945,0.670387438,5103,37.5,90,2.8,2784
801,10,2010,2010-11,548,0.7176128,3338,38.88888889,45,2.277777778,794
807,10,2010,2010-11,1875,0.839172776,4614,35.453125,80,NA,2679
813,10,2010,2010-11,685,0.357865392,136,43.33333333,80,3.666666667,1710
821,10,2010,2010-11,6843,0.675364588,26809,30.95541401,60,2.936305732,10127
822,10,2010,2010-11,1331,0.535539706,4363,33.97619048,45,2.952380952,2590
842,10,2010,2010-11,7363,0.937043554,NA,34.02877698,120,3.057553957,7612
849,10,2010,2010-11,1697,0.916136589,6210,76.875,125,3.375,1850
850,10,2010,2010-11,1133,0.579440024,2764,60.38461538,150,3,2020
860,10,2010,2010-11,34952,0.735232433,NA,50.85481481,120,3.062222222,48091
877,10,2010,2010-11,4172,1.289852472,NA,44.83333333,90,2.566666667,3470
652,11,2010,2010-11,2003,0.573530182,NA,37.35526316,90,3.157894737,3991
653,11,2010,2010-11,3487,0.590220591,NA,30.91304348,60,NA,7059
654,11,2010,2010-11,2519,0.50402233,NA,32.41935484,50,3.677419355,5499
655,11,2010,2010-11,751,0.463774332,846,33.55555556,60,3.8,1866
665,11,2010,2010-11,1562,0.399897603,NA,33.44615385,50,2.569230769,3615
680,11,2010,2010-11,2015,0.508299685,NA,40,90,2.931034483,4227
681,11,2010,2010-11,1159,0.750845118,2598,39.2,60,4,1769
683,11,2010,2010-11,731,0.950220457,NA,29.64285714,50,5.285714286,650
685,11,2010,2010-11,512,0.567439014,NA,45.11904762,70,4.119047619,933
686,11,2010,2010-11,304,0.429691631,NA,38.75,60,4.791666667,732
687,11,2010,2010-11,333,0.353451817,NA,36.38888889,70,4.5,940
688,11,2010,2010-11,853,0.414803883,NA,38.03030303,60,3.636363636,2034
689,11,2010,2010-11,1028,0.528815536,NA,41.14285714,60,3.833333333,1899
708,11,2010,2010-11,3328,0.618855634,NA,26.09375,40,3.4375,6742
709,11,2010,2010-11,634,0.433425171,NA,33.94736842,60,4,1527
710,11,2010,2010-11,946,0.502858557,NA,27.77192982,50,4.280701754,1797
711,11,2010,2010-11,1337,0.499604579,NA,26.4,65,4.155555556,3040
712,11,2010,2010-11,1066,0.542125566,NA,34.24137931,70,4.068965517,1887
719,11,2010,2010-11,3246,0.316336248,NA,61.42424242,120,3.401515152,10119
720,11,2010,2010-11,2310,0.364220062,5893,52.42975207,150,3.570247934,7000
737,11,2010,2010-11,2045,0.373084437,NA,27.96774194,48,3.451612903,6490
738,11,2010,2010-11,966,0.243152709,4789,28.51666667,112,3.183333333,4424
739,11,2010,2010-11,267,0.230985395,472,58.33333333,100,3.666666667,1165
756,11,2010,2010-11,3073,0.288827333,NA,33.20512821,50,3.025641026,11554
757,11,2010,2010-11,1916,0.264423487,NA,35.76851852,100,3.194444444,7660
761,11,2010,2010-11,882,0.62733919,2570,39.74358974,60,3.641025641,1708
762,11,2010,2010-11,1293,0.614928709,3202,41.85185185,60,3.444444444,2178
801,11,2010,2010-11,422,0.463720271,4319,34.65,50,2.9,930
807,11,2010,2010-11,898,0.451511691,NA,42.08196721,80,3.68852459,2261
813,11,2010,2010-11,1108,0.447990116,214,50,60,4.333333333,2302
821,11,2010,2010-11,3066,0.455005185,17479,32.8778626,60,3.351145038,6819
822,11,2010,2010-11,466,0.324967145,3322,34.84375,50,3.34375,1465
842,11,2010,2010-11,2806,0.538581308,19644,35.92561983,80,3.603305785,5030
849,11,2010,2010-11,545,0.647786172,NA,111.25,150,3,825
850,11,2010,2010-11,1229,0.514521469,NA,92.1875,195,3,2420
860,11,2010,2010-11,20976,0.483889062,NA,54.69098712,150,NA,43588
877,11,2010,2010-11,864,0.50543771,4089,59.47058824,96,2.647058824,1765
652,12,2010,2010-11,643,0.314848001,NA,54,110,3.733333333,2127
653,12,2010,2010-11,905,0.511961591,2406,38.17283951,80,NA,2141
654,12,2010,2010-11,982,0.534063566,2367,31.5,60,4.983333333,2275
655,12,2010,2010-11,293,0.343028974,NA,38.05555556,70,5.055555556,872
664,12,2010,2010-11,305,1.328211761,NA,45.55555556,90,4.666666667,260
665,12,2010,2010-11,2506,0.719834117,3617,37.98701299,65,NA,4537
680,12,2010,2010-11,2289,0.462128759,4531,34.68571429,80,3.457142857,5353
681,12,2010,2010-11,514,1.319529137,NA,43.75,60,4.916666667,838
683,12,2010,2010-11,790,1.046828771,NA,44.375,80,5.3125,641
685,12,2010,2010-11,505,0.425864038,NA,61.86206897,100,5.137931034,1275
686,12,2010,2010-11,209,0.454730998,NA,45.9375,70,5.875,489
687,12,2010,2010-11,441,0.411918893,NA,41.03448276,70,4.655172414,960
688,12,2010,2010-11,990,0.499196868,NA,50.35714286,60,4.321428571,2215
689,12,2010,2010-11,1444,0.568021758,NA,46.05555556,60,4.361111111,2487
708,12,2010,2010-11,2518,0.422735441,NA,34.66666667,100,4.05,6506
709,12,2010,2010-11,591,0.481530651,NA,36.08108108,60,4.810810811,1215
710,12,2010,2010-11,1280,0.656991252,NA,30.38461538,70,5.076923077,1886
711,12,2010,2010-11,1424,0.548784961,NA,29.78431373,65,4.980392157,2810
712,12,2010,2010-11,1030,0.466598353,NA,42.35483871,65,4.935483871,2064
719,12,2010,2010-11,6041,0.535612189,NA,63.47826087,120,NA,11212
720,12,2010,2010-11,2272,0.341106901,5931,54.65873016,150,3.484126984,7074
737,12,2010,2010-11,2147,0.568945263,6319,29.61728395,92,3.160493827,4291
738,12,2010,2010-11,1975,0.610227291,5812,28.81355932,50,3,4372
739,12,2010,2010-11,610,0.479489772,NA,63.70967742,100,3.516129032,1437
756,12,2010,2010-11,3902,0.412457659,17702,32.98095238,60,3.542857143,9930
757,12,2010,2010-11,2209,0.330023231,9169,36.81818182,95,3.272727273,7840
761,12,2010,2010-11,599,0.506246038,1483,40,50,5.074074074,1197
762,12,2010,2010-11,1386,0.592027749,3625,40.86206897,60,4.724137931,2532
807,12,2010,2010-11,620,0.535707226,2133,42,60,4.3,1119
813,12,2010,2010-11,997,0.451161923,236,55.45454545,120,5.454545455,1969
821,12,2010,2010-11,2088,0.478291457,15015,35.6626506,60,3.493975904,4287
822,12,2010,2010-11,229,0.353373016,757,31.33333333,55,3.666666667,735
842,12,2010,2010-11,1943,0.546879939,18530,34.35294118,65,3.917647059,3684
849,12,2010,2010-11,401,0.637491582,1421,95,170,3.777777778,735
850,12,2010,2010-11,291,0.46475987,1649,90,180,3.666666667,630
860,12,2010,2010-11,13551,0.430833771,NA,53.8440367,230,3.834862385,31967
652,1,2011,2010-11,252,0.173201012,NA,76.34615385,120,3.576923077,1579
653,1,2011,2010-11,549,0.370603554,NA,48.41176471,150,4.264705882,2157
654,1,2011,2010-11,527,0.390298777,1521,56.25,150,4.375,1721
665,1,2011,2010-11,1197,0.432468315,NA,48.48484848,90,NA,3655
680,1,2011,2010-11,816,0.227725169,3132,60.78947368,110,3.105263158,3621
681,1,2011,2010-11,1261,0.621523533,2211,56.5625,100,4,2720
683,1,2011,2010-11,385,1.002380874,NA,69.16666667,100,NA,336
684,1,2011,2010-11,753,0.544388309,NA,85.3125,150,5.0625,1598
685,1,2011,2010-11,1108,0.43755834,NA,62.8125,150,4.375,2891
686,1,2011,2010-11,320,0.454127982,NA,62.91666667,100,4.958333333,776
687,1,2011,2010-11,378,0.422661,NA,52.90322581,90,4.129032258,975
688,1,2011,2010-11,1554,0.686251269,NA,56.94444444,75,NA,2288
689,1,2011,2010-11,1791,0.569942624,841,53.80952381,75,4.904761905,2970
708,1,2011,2010-11,1044,0.269158554,NA,49.50980392,135,4.352941176,5500
709,1,2011,2010-11,399,0.436661285,NA,44,70,5.333333333,956
710,1,2011,2010-11,610,0.493719037,NA,37.17948718,70,NA,1283
711,1,2011,2010-11,1483,0.387313821,NA,43,80,NA,3436
712,1,2011,2010-11,1048,0.387255549,NA,48.8372093,60,5.348837209,2953
719,1,2011,2010-11,4847,0.33739926,NA,68.88823529,120,3.582352941,13548
720,1,2011,2010-11,1023,0.206884932,NA,59.28571429,150,3.469387755,4797
737,1,2011,2010-11,1213,0.291646021,NA,29.76136364,42,NA,4986
738,1,2011,2010-11,677,0.213602437,3081,29.36538462,41,3.192307692,3447
739,1,2011,2010-11,916,0.541074461,866,76.68965517,100,3.379310345,1850
756,1,2011,2010-11,2565,0.314755632,NA,32.68695652,100,3.260869565,8116
757,1,2011,2010-11,975,0.197144336,NA,37.71875,90,3.302083333,5613
761,1,2011,2010-11,215,0.184249911,1187,40,40,4.263157895,1251
762,1,2011,2010-11,275,0.249090909,864,38.33333333,60,4.25,1120
807,1,2011,2010-11,346,0.353683051,1845,42.38095238,50,4.238095238,958
813,1,2011,2010-11,3014,0.733846466,462,55.27777778,110,4.777777778,3658
821,1,2011,2010-11,1665,0.435134138,13122,39.3125,60,3.5,3792
822,1,2011,2010-11,328,0.448888889,1179,36,55,3.6,645
842,1,2011,2010-11,1666,0.555402355,16026,33.8125,60,4.1375,2934
850,1,2011,2010-11,205,0.647291667,3048,65,120,2.75,315
860,1,2011,2010-11,9685,0.367599084,NA,52.5256917,150,3.68972332,27608
652,2,2011,2010-11,221,0.249028286,NA,107.1875,120,4.25,882
653,2,2011,2010-11,387,0.242005742,1551,58.36538462,165,4.173076923,1895
654,2,2011,2010-11,261,0.280160713,744,53.52941176,150,4.647058824,1105
665,2,2011,2010-11,449,0.235573363,661,38.27586207,79,3.551724138,1852
680,2,2011,2010-11,570,0.233093186,1567,56.95652174,100,3.608695652,2856
681,2,2011,2010-11,628,0.474749386,740,60,100,4.444444444,1171
684,2,2011,2010-11,471,0.617952254,NA,120.5,220,6.5,987
685,2,2011,2010-11,849,0.378845954,NA,57.15909091,90,4.659090909,2553
686,2,2011,2010-11,173,0.656967419,NA,55,90,5.833333333,289
687,2,2011,2010-11,214,0.494351112,NA,43.68421053,65,5.526315789,521
688,2,2011,2010-11,1192,0.657512839,NA,45,75,5.2,1862
689,2,2011,2010-11,1778,0.695529234,NA,40.5952381,70,5.333333333,2640
708,2,2011,2010-11,833,0.338302965,1637,49.06976744,110,5.255813953,4167
709,2,2011,2010-11,266,0.530426973,NA,39.79166667,60,6.208333333,602
710,2,2011,2010-11,508,0.713094903,NA,34.24242424,60,5.818181818,922
711,2,2011,2010-11,1064,0.677353652,NA,40.39473684,80,5.736842105,1959
712,2,2011,2010-11,1236,0.518309638,NA,44.57894737,60,5.552631579,2242
719,2,2011,2010-11,2024,0.317169425,NA,70.24793388,120,3.669421488,9117
720,2,2011,2010-11,416,0.162891923,NA,51.52542373,150,3.813559322,2415
737,2,2011,2010-11,360,0.179366021,1962,29.7,49,3.04,1998
738,2,2011,2010-11,458,0.199677107,2107,29.93333333,42,3.066666667,2658
